url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
http://www.strykertoyhaulers.com/wp-admin/js/online/order.php?email%5Cu003dabuse@euroflightinternational.com,108,25,0,4,1,1,1,0,0,0,0,0,1,6,0,1,0,0,0,0,1,1,0,0,1,0.037037037,0,0,0,1,0,0,3,1,0,0,0,1,0,12,4,2,3,2,23,17,23,7.166666667,10,6.6,3,0,0,0,0,0,10,0.9,0.1,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,200,531,0,0,1,0,1
http://makrobettgir1.blogspot.com,33,26,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.03030303,0.038461538,0,0,0,0,0,2,0,0,1,0,1,0,2,1,8,8,0,13,13,0,10.5,10.5,0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.230769231,0,0,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,1
https://secretive-invention.surge.sh?email=$email,49,28,0,2,1,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,5,5,0,9,9,0,7.666666667,7.666666667,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0.090909091,1,1,0,0,0,100,0,0,0,0,0,0,0,1,0,0,0,2191,16063,0,1,5,1
http://www.everydayhealth.com/news/5-surprising-causes-memory-loss/,67,22,0,2,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.014925373,0,0,0,0,0,0,2,0,0,0,0,1,0,8,4,1,3,1,14,14,10,6,8.5,5.166666667,0,0,0,0,0,0,46,0.565217391,0.434782609,0,0,0,0.4,0,0.05,0,0,100,0,0,100,0,0,0,24,0,0,0,1,1,0,1330,5778,3571,0,0,6,0
https://www.schorrlaw.com/,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,221,0.990950226,0.009049774,0,0,0,0,0,0,0,0,100,0,75,25,0,0,0,100,0,0,0,1,1,0,803,-1,3276486,0,0,3,0
http://hyperurl.co/ryfrhf,25,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,6,8,6,8,8,6,7,8,6,0,0,0,0,0,0,146,0.267123288,0.732876712,0,2,0,0.028037383,0,0,1,1,4.761904762,0,0,100,0,0,0,26.92307692,0,0,0,1,1,0,69,2122,124192,0,1,6,1
https://www.blindkids.org/,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,152,0.960526316,0.039473684,0,0,0,0,0,0,0,0,95,0,100,0,0,0,0,37.5,0,0,0,1,0,0,17,8018,5075341,0,0,3,0
http://www.symbianfree.ru/,26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,11,11,0,7,7,0,0,0,0,0,0,0,11,0.636363636,0.363636364,0,1,0,0.5,0,0,0,1,66.66666667,0,66.66666667,33.33333333,0,0,0,100,0,0,0,0,0,0,271,94,0,0,0,2,0
http://www.samcool.org/90AB705610D8E3CD93C3E28B0C6BEFD0/,56,15,1,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.321428571,0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,32,32,7,32,14,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,359,5850,0,0,1,0,1
http://onmua.net/wp-content/themes/futurio/awnsjere/axttubbn/webmail.php,72,9,0,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,9,2,2,5,2,8,5,8,5.888888889,5,6,3,0,0,0,0,0,5,0.4,0.6,0,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,1,0,0,673,57,0,0,1,2,1
https://www.highspeedinternet.com/ny/new-york,45,25,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,4,2,3,2,17,17,4,5.8,10,3,0,0,0,0,0,0,339,0.946902655,0.053097345,0,0,0,0.055555556,0,0.222222222,1,0,80,0,100,0,0,0,0,65.85365854,0,0,0,0,0,0,575,8190,20690,0,0,5,0
https://parafiaczarkow.ns48.pl/user/MY-PPL100034/Notice-ca/Notice-ca/,69,22,0,2,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.115942029,0.090909091,0,0,1,0,0,2,1,0,0,0,1,0,9,4,2,4,2,14,14,9,5.444444444,9,4.428571429,0,0,0,0,0,0,96,0.989583333,0.010416667,0,0,0,0,0,0,0,0,97.2972973,0,100,0,0,0,0,100,0,0,0,1,1,0,333,3320,1038201,0,1,1,1
https://www.thelighthouseaog.org/,33,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,52,-1,0,0,0,1,0
http://useful_english.enacademic.com/76401/latency_stage,56,29,0,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.089285714,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,5,6,5,10,10,7,6.666666667,7.666666667,5.666666667,0,0,0,0,0,0,79,0.746835443,0.253164557,0,0,0,0.1,0,0,0,1,52,0,0,100,0,0,0,100,0,0,0,1,1,0,55,3232,65403,0,1,4,0
http://kankakeetankwash.com/en,30,20,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,2,16,2,16,16,2,9,16,2,0,0,0,0,0,0,20,0.45,0.55,0,3,0,0.090909091,0,0,0,1,40,0,0,0,0,0,0,66.66666667,0,0,0,1,0,0,1650,3829,0,0,1,0,1
http://www.reklaimapparel.com/prvalvesllc/newwealthhead/wealthhead/Webmail/,75,22,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,8,3,3,7,14,14,13,9.666666667,8.5,10.25,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,238,3779,0,0,1,1,1
https://www.researchgate.net/publication/271074231_The_Open_Source_Modelica_Project,83,20,1,2,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.108433735,0,0,0,0,0,0,2,0,0,0,0,0,0,9,3,3,3,3,12,12,11,7,7.5,6.857142857,0,0,0,0,0,0,171,0.824561404,0.175438596,0,0,0,0.066666667,0,0.266666667,0,1,0,0,91.83673469,8.163265306,0,0,0,100,0,0,0,1,1,0,199,4549,146,0,0,7,0
https://ru.wikipedia.org/wiki/SQL_Server_Management_Studio,58,16,0,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,2,2,3,10,9,10,5.714285714,5.5,5.8,0,1,0,0,0,0,156,0.942307692,0.057692308,0,0,0,0.555555556,0,0,0,0,100,0,100,0,0,0,0,35.71428571,0,0,0,1,1,0,905,7130,12,0,0,7,0
http://grievance.gpshyampur.org.in/uploads/red.html,51,27,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,9,3,10,10,7,6.6,9.5,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,249,-1,0,0,1,2,1
https://cummins.jobs/,21,12,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7,7,0,7,7,0,7,7,0,0,0,0,0,0,0,217,0.594470046,0.405529954,0,1,0,0.147727273,0,0.022727273,0,1,78.57142857,0,0,100,0,0,0,15.38461538,0,0,0,1,1,0,261,-1,828180,0,0,2,0
http://mavibett11.blogspot.com,30,23,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.066666667,0.086956522,0,0,0,0,0,2,0,0,1,0,1,0,2,2,8,8,0,10,10,0,9,9,0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,1
http://www.achernishev.ru/,26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,11,11,0,7,7,0,0,0,0,0,0,0,139,0.992805755,0.007194245,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,66.66666667,0,0,0,1,0,0,107,3546,3318392,0,0,3,0
https://wordpress.org/plugins/tags/mp3-player/,46,13,0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.02173913,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,3,9,3,9,9,7,5.8,9,5,1,1,0,0,0,0,77,0.597402597,0.402597403,0,3,0,0,0,0,0,1,42.85714286,0,0,100,0,0,0,66.66666667,0,0,0,0,0,0,614,6326,644,0,0,10,0
http://dev.distcomp.com/cgi/spacebox/,37,16,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,3,3,3,8,8,8,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,7391,5392060,0,1,2,1
http://caspianglobalservices.com/fonts/.hennessy/,49,25,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,5,21,5,21,21,8,11.33333333,21,6.5,0,0,0,0,0,0,6,0.333333333,0.666666667,0,0,0,0,0,0,0,1,33.33333333,0,0,0,0,0,0,0,0,0,0,1,0,0,217,1975,0,0,1,0,1
http://gsk-mozirje.si/wp-content/plugins/wpsecone/icscards.nl/weiter.html,73,14,0,3,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,1,0,10,0,2,3,2,8,7,8,5.4,5,5.5,4,0,0,0,0,0,10,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,60,3228,0,0,1,2,1
http://rotuloscabanas.es,24,17,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,14,0,14,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,2,0
http://www.getactive.gr/,24,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,98,0.93877551,0.06122449,0,1,0,0.166666667,0,0,0,1,94.11764706,0,100,0,0,0,0,78.57142857,0,0,0,0,1,1,0,-1,2159444,0,0,3,0
https://sixpointpartners-my.sharepoint.com/personal/alorusso_sixpointpartners_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=HXFp2bMr0ktabr59lyXka8Q%2bHfCrmCXGcFPOPjkxljo%3d&docid=1_149595c6d19844cadb9e684de0672e5e4&wdFormId=%7BE23EB318%2D3DEE%2D48AC%2DACB4%2D80FBE19C93A1%7D&action=formsubmit,294,34,1,3,1,0,1,3,0,4,4,0,8,7,0,1,0,0,0,0,0,1,0,0,0,0.183673469,0,0,0,1,0,0,3,1,0,1,0,0,0,27,5,1,2,1,33,16,33,9.407407407,9.333333333,9.416666667,0,0,0,0,0,0,11,0.272727273,0.727272727,0,0,0,0,0,0,1,1,16.66666667,0,100,0,0,0,0,0,0,0,0,1,0,0,382,8018,0,0,1,4,1
https://lhodgebuk.com/en/index.html,35,13,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,4,0,2,9,2,9,9,5,5,9,3.666666667,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,335,-1,0,0,1,0,1
https://www.opentable.com/mimosa-grill,38,17,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,3,3,5,9,9,6,5.75,6,5.5,0,0,0,0,0,0,190,0.726315789,0.273684211,0,2,0,0.115384615,0,0,0,1,60,0,88.88888889,11.11111111,0,0,0,77.77777778,0,0,0,0,0,0,540,7860,7868,0,0,6,0
http://www.pay-pal-deutschland.zxc301.com/029188,48,34,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.1875,0.088235294,0,0,0,0,0,3,0,0,0,0,1,0,6,4,3,3,6,11,11,6,5.333333333,5.2,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,182,184,0,0,1,0,1
http://www.fairlist.cz/,23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,4,0.75,0.25,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,37,566,2579543,0,0,2,0
http://www.pcsvet.si/images/banner/login/fc9adb8cbf22d54fe191816d8155ee95/cgi-bin/com/abb2753b3b6ce5325e5cfe196ce4088e/signinsecure.php?country.x=SE&amp;locale.x=sv_SE&amp;customer.x=ID-PA%241%24hO..e1..%242Cj1x8VlVku0pjpkpte8C0&amp;safety=R0Nm26dD2bfuL874t48SXEeFpW15ecsGnqb6hf6O2P86ecZaI7dKiYa9780M3kga7Vx1Bcol4U574r3CJAvj6zHw5QyeT7,334,13,1,10,2,0,1,3,0,4,1,0,3,10,0,1,0,3,0,0,1,1,0,0,1,0.245508982,0,0,0,1,0,0,3,1,1,0,0,0,0,29,11,1,3,1,94,6,94,10.10344828,4.5,10.51851852,3,0,0,0,0,0,178,0.994382022,0.005617978,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,66.66666667,0,0,0,0,1,0,2811,5590,0,0,1,3,1
http://nagari.or.id/admin/crypt/,32,12,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,5,6,5,6,6,5,5.333333333,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,435,6036,0,0,1,2,1
http://www.iris1914.it/,23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.173913043,0.266666667,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,87,1739,0,0,0,0,0
https://superuser.com/questions/119209/will-parallel-port-dongle-work-on-usb-to-parallel-adapter,96,13,0,1,9,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,13,4,2,9,2,9,9,9,5.538461538,9,5.25,0,0,0,0,0,0,248,0.383064516,0.616935484,0,2,0,0.006535948,0,0,0,1,20,0,9.090909091,90.90909091,0,0,0,18.83116883,0,0,0,1,1,0,193,9032,690,0,0,5,0
http://www.dictionary.com/browse/database,41,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,6,10,10,8,6.75,6.5,7,0,0,0,0,0,0,117,0.786324786,0.213675214,0,0,0,0.4,0,0.08,0,0,90.47619048,0,0,100,0,0,0,26.66666667,0,0,0,0,0,0,293,9205,690,0,0,6,0
http://www.a-trac.com/documents/HP/Enterprise/datasheet/HP_DATASHEET_6610FlexibleThinClient_QuickSpecs.pdf,106,14,0,3,1,0,0,0,0,0,3,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.037735849,0,0,0,0,0,0,3,1,0,0,0,0,0,12,6,1,1,2,22,4,22,7,2.666666667,8.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1717,8391,0,0,0,3,0
https://www.airestech.com/lp/electromagnetic-radiation-protection/,66,17,0,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,3,2,3,2,15,9,15,8,6,9,0,0,0,0,0,0,10,0.5,0.5,0,0,0,0,0,0.2,1,0,50,0,0,100,0,0,0,66.66666667,0,0,0,1,0,0,611,3040,319620,0,0,3,0
http://winlegacy.blogspot.com,29,22,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,9,9,0,8.5,8.5,0,0,1,0,0,0,0,23,0.304347826,0.695652174,0,3,0,0,0,0,0,1,46.66666667,0,0,0,0,0,0,0,0,0,0,1,0,0,373,7296,0,0,0,5,0
http://www.dictionary.com/browse/collision-course,49,18,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,4,3,3,6,10,10,9,6.8,6.5,7,0,0,0,0,0,0,95,0.863157895,0.136842105,0,0,0,0,0,0,0,0,90.47619048,0,0,100,0,0,0,28.57142857,0,0,0,0,0,0,297,9201,684,0,0,6,0
https://en.wikipedia.org/wiki/Tabloid_(newspaper_format),56,16,0,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,2,2,4,10,9,10,6.5,5.5,7,0,1,0,0,0,0,352,0.951704545,0.048295455,0,0,0,0.529411765,0,0.235294118,0,0,100,0,100,0,0,0,0,66.66666667,0,0,0,0,1,0,902,7133,12,0,0,7,0
http://www.casasbahia-imagens.com.br.wifirouter.net,51,44,0,5,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,2,2,0,10,10,0,5.833333333,5.833333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,273,5205,0,0,1,0,1
http://m.hf356.com/,19,11,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.157894737,0.272727273,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,1,0,5,5,0,3,3,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,1,0,316,-2,0,1,1,0,1
http://m.hf735.com/,19,11,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.157894737,0.272727273,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,1,0,5,5,0,3,3,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,1,0,316,-2,0,1,1,0,1
